num_clientes,num_servidores,num_mensagens,execucoes,tempo_min_ms,tempo_max_ms,tempo_media_ms,tempo_mediana_ms,tempo_std_ms,throughput_min,throughput_max,throughput_media,throughput_mediana,throughput_std
40,10,10,398,10.67,23.3,13.850603015075377,13.51,1.3795708594935174,429.18454935622316,937.207122774133,728.4334329318912,740.1924500370096,65.80479592512732
40,10,100,386,118.08,298.9,166.595207253886,160.385,28.563799323183822,334.5600535296086,846.8834688346883,615.2238908156863,623.4998401801793,90.4971496634695
40,10,500,394,1537.02,3217.52,2370.75345177665,2314.15,354.7270388106492,155.39918943782789,325.30481060753925,215.6104738683661,216.0621881348769,32.222016999654464
40,10,1000,392,3752.57,5255.27,4678.094923469388,4675.55,284.09213758090647,190.28518039986525,266.484036273807,214.57242512628707,213.8785816930323,13.434999587074026
40,10,10000,386,44702.77,48176.06,47404.98487046632,47409.58,424.1021196541886,207.57197662075313,223.6997841520783,210.96536342405327,210.92783372423634,1.9150912633226715
50,2,1,500,3.35,18.47,6.74526,6.515,1.9206091772204061,54.141851651326476,298.5074626865672,159.48182901180658,153.49203207901013,42.650326643789015
50,2,10,495,14.77,85.91,24.52163636363636,23.58,5.527069670155784,116.40088464672331,677.0480704129993,423.5327379464636,424.0882103477524,77.03333356340818
50,2,100,453,177.56,501.01,291.9559602649006,282.5,57.35361311166914,199.59681443484163,563.1899076368552,355.1274766622421,353.9823008849558,66.48669026070894
50,2,500,494,2285.33,6475.98,4687.353785425102,4755.43,831.9306893807386,77.20839162566901,218.78678352798065,110.81678229174737,105.14296529690658,24.443101462872274
50,2,1000,494,7620.05,14161.64,11517.357550607287,11638.75,1482.7252070167285,70.61329055109437,131.2327346933419,88.41410457346396,85.91988047964713,12.52123718038038
50,2,10000,242,87189.4,103456.65,96029.28590909092,97296.58499999999,6023.08153724239,96.65884213339598,114.69284110224409,104.54728586775448,102.7785324991284,6.605422970637029
50,4,1,500,2.84,17.82,3.92054,3.72,0.8568523211151384,56.116722783389456,352.11267605633805,261.35600843651105,268.81720430107526,34.75749033518014
50,4,10,490,10.75,21.97,13.226040816326531,12.815000000000001,1.3814998215786456,455.1661356395084,930.232558139535,763.3563257120774,780.335663075235,70.70861976442507
50,4,100,472,112.9,389.92,202.79016949152543,190.54000000000002,54.33643153059126,256.46286417726714,885.7395925597874,523.2888301519486,524.824185343972,119.25568147130414
50,4,500,490,1578.31,2844.25,2541.1149387755104,2612.775,249.2257166575158,175.79326711786936,316.79454606509495,199.10015921418406,191.3674158708006,24.160631026608858
50,4,1000,486,4102.15,6125.07,5395.691028806584,5447.87,307.60348020260346,163.26344025456035,243.77460599929304,185.97122689519279,183.5579790712519,11.281855290931471
50,4,10000,485,52155.2,57014.54,56196.88410309278,56370.13,584.7834370939958,175.3938556726056,191.73543577629846,177.9654216848307,177.39891676673446,1.8893691768382048
50,6,1,500,2.79,7.27,4.03322,3.85,0.5723962845906905,137.5515818431912,358.4229390681004,252.34118989116124,259.7402597402597,31.9758253874673
50,6,10,492,10.66,21.98,13.663109756097562,13.3,1.5139259480293084,454.9590536851683,938.0863039399626,739.9341300545906,751.8801243033096,73.8217946547349
50,6,100,477,125.55,323.27,209.89626834381554,208.93,46.976222202642504,309.3389426794939,796.4954201513342,501.3417886864893,478.6292059541473,114.66678299815962
50,6,500,492,1543.22,3021.99,2590.2250609756097,2665.2200000000003,267.01622636147425,165.45388965549193,323.9978745739428,195.58949572980717,187.60178138098507,25.220093416276647
50,6,1000,494,4413.33,6089.79,5503.8924493927125,5564.955,302.3035417792599,164.20927486826312,226.5862738567023,182.28060342668888,179.69597240883851,10.823038719744615
50,6,10000,488,52684.89,61110.36,57565.957049180324,57328.29,1184.2523426228468,163.63837490075332,189.80774184021263,173.78508698305885,174.43394881115427,3.476162858492309
50,8,1,500,2.86,8.12,4.09762,3.995,0.616472393561989,123.15270935960594,349.6503496503497,248.743961785048,250.31328320802004,32.32362229748462
50,8,10,498,11.45,25.1,13.824196787148594,13.41,1.6505518427920356,398.40637450199205,873.3624454148471,732.3035180351009,745.7121551081283,76.25687476614951
50,8,100,473,109.46,287.72,174.50482029598308,169.74,30.082695318865998,347.560127902127,913.5757354284672,588.4292771126243,589.1363261458702,92.34599366119477
50,8,500,492,1480.71,3003.33,2550.630650406504,2610.365,267.45938501950906,166.4818717889809,337.6758446961255,198.66712305501855,191.5441200456009,25.633912121279575
50,8,1000,492,4389.56,5851.89,5438.85481707317,5505.425,278.70843715889026,170.88496195246321,227.81326602210697,184.3861163148057,181.63901994605675,10.274461502731054
50,8,10000,486,53704.97,57592.4,56967.83473251029,57067.05,422.2175268713375,173.63402115556912,186.20250602504757,175.547496289877,175.23246777740147,1.3312028796820372
50,10,1,500,2.87,24.17,4.10144,3.95,1.0743074976929083,41.37360364087712,348.4320557491289,250.10553862740363,253.1645569620253,32.43527172951676
50,10,10,497,11.01,23.6,13.826559356136821,13.54,1.4003042702902597,423.72881355932196,908.2652134423253,729.8606112509731,738.5524372230428,66.44478265736052
50,10,100,488,110.46,353.14,165.22590163934427,154.66,35.66472803596604,283.1738120858583,905.3050878145937,626.5239948495429,646.579593948015,103.49147906530595
50,10,500,494,1447.18,2902.46,2453.3395546558704,2526.275,281.9218646644248,172.26766260344672,345.4995232106579,207.17773587941554,197.91986237880107,29.97288329373155
50,10,1000,493,4423.34,5988.41,5491.140121703854,5543.07,288.8378131556215,166.98923420407087,226.0735100625319,182.6507421539265,180.40544319303206,10.30665356224391
50,10,10000,491,53119.28,60494.64,57164.248126272905,56918.88,1124.136148977757,165.3039013043139,188.25556370492976,175.00048549077826,175.68862915081957,3.3643838214026482
60,2,1,600,3.7,33.87,8.188283333333334,7.845,3.072610308826257,29.52465308532625,270.27027027027026,136.1456336519979,127.4697777200052,43.73771567788844
60,2,10,592,19.77,104.47,32.771858108108106,30.84,9.257111534905489,95.72125969177755,505.8168942842691,323.05443358763995,324.2542493971489,69.5346837510561
60,2,100,558,189.4,656.65,358.13301075268816,343.09,86.47064328213624,152.28812914033352,527.9831045406546,294.84572454473664,291.4687197480091,68.36101930538824
60,2,500,591,1834.93,6422.94,4853.3118104906935,5023.53,863.5334752128354,77.84597084824084,272.4899587450202,107.70610101056293,99.53160427030394,27.832320591213747
60,2,1000,586,6898.48,13643.87,10072.882440273039,9351.52,1577.4502186820957,73.29298798654634,144.95946933237468,101.61797316017633,106.93448793721453,15.143704136474023
60,2,10000,576,76283.36,95569.57,87796.07638888889,87081.18,3441.231376938558,104.63581660982673,131.09018795186788,114.07302096659863,114.83537566604844,4.421161900933005
60,4,1,600,2.65,16.75,4.003533333333333,3.78,0.7809896009659261,59.70149253731343,377.35849056603774,255.2944507342378,264.55026455026456,33.21089513915368
60,4,10,593,11.35,20.89,13.389089376053963,13.17,1.3413774361155952,478.6979415988512,881.057268722467,753.466766079453,759.3014426727411,66.66059077215563
